Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,12558,2011,"29566 - Chris Gibson Recreation Centre B",08/12/2022,29566,"Arch Rep. N/A - ",06/13/2022
TOR,10981,74873,"29565 - Christian Horizons Grimsby",08/12/2022,29565,"Arch Rep. N/A - ",06/13/2022
TOR,12441,47812,"29564 - Christian Horizons Grimsby",08/12/2022,29564,"Arch Rep. N/A - ",06/13/2022
TOR,37918,76943,"29563 - Peel Family Shelter -2420 Survey",08/12/2022,29563,"Arch Rep. N/A - ",06/13/2022
TOR,12441,67771,"29562 - Malala Yousafzai Public School 2",08/12/2022,29562,"Elizabeth Livingston - ",06/13/2022
TOR,12558,2011,"29559 - Peel Family Shelter -2420 Survey",08/12/2022,29559,"Arch Rep. N/A - ",06/13/2022
TOR,11603,80801,"29558 - Malala Yousafzai Public School 2",08/12/2022,29558,"Elizabeth Livingston - ",06/13/2022
TOR,27162,47779,"29557 - Malala Yousafzai Public School 2",08/12/2022,29557,"Elizabeth Livingston - ",06/13/2022
TOR,25213,61693,"29556 - Malala Yousafzai Public School 2",08/12/2022,29556,"Elizabeth Livingston - ",06/13/2022
TOR,11032,64178,"29554 - Signet - 250 Bridgeland",08/12/2022,29554,"Arch Rep. N/A - ",06/13/2022
TOR,12385,73369,"29553 - Peel Family Shelter -2420 Survey",08/12/2022,29553,"Anthony D'Alfonso - ",06/13/2022
