Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,12491,75700,"33026 - Fire Station No 2 Replacement - ",11/12/2023,33026,"Arch Rep. N/A - ",09/13/2023
TOR,12441,47812,"33025 - Honda - National - Concessionnai",11/12/2023,33025,"Arch Rep. N/A - ",09/13/2023
TOR,10999,3283,"33024 - G.L. Roberts C.V.I. - Office and",11/12/2023,33024,"Arch Rep. N/A - ",09/13/2023
TOR,15581,77331,"33023 - 80 Marine Parade",11/12/2023,33023,"Robin Ma - ",09/13/2023
TOR,30030,56250,"33022 - 80 Marine Parade",11/12/2023,33022,"Robin Ma - ",09/13/2023
TOR,11040,2608,"33021 - 80 Marine Parade",11/12/2023,33021,"Arch Rep. N/A - ",09/13/2023
TOR,15581,80071,"33020 - J & J - 19 Greenbelt - Janssen W",11/12/2023,33020,"Arch Rep. N/A - ",09/13/2023
TOR,11047,49674,"33019 - J & J - 19 Greenbelt - Janssen W",11/12/2023,33019,"Arch Rep. N/A - ",09/13/2023
TOR,11000,48149,"33018 - J & J - 19 Greenbelt - Janssen W",11/12/2023,33018,"Arch Rep. N/A - ",09/13/2023
TOR,12500,1975,"33017 - J & J - 19 Greenbelt - Janssen W",11/12/2023,33017,"Arch Rep. N/A - ",09/13/2023
TOR,11912,94455,"33016 - G.L. Roberts C.V.I. - Office and",11/12/2023,33016,"Arch Rep. N/A - ",09/13/2023
