Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,15581,80071,"32161 - Tandet - Hamilton",01/20/2023,32161,"Mattia Di Pietro - ",11/21/2022
TOR,12491,75700,"32160 - Mayfield Secondary School - Wash",01/20/2023,32160,"Elizabeth Livingston - ",11/21/2022
TOR,27162,90382,"32159 - Sharon Elementary PS Replacement",01/20/2023,32159,"Elizabeth Livingston - ",11/21/2022
TOR,39023,79662,"32158 - Hamilton Children's Museum",01/20/2023,32158,"Elizabeth Livingston - ",11/21/2022
TOR,10895,88411,"32157 - Niagara College - Corridors",01/20/2023,32157,"Arch Rep. N/A - ",11/21/2022
TOR,27361,63042,"32156 - Mayfield Secondary School - Wash",01/20/2023,32156,"Elizabeth Livingston - ",11/21/2022
TOR,27162,47779,"32155 - Mayfield Secondary School - Wash",01/20/2023,32155,"Elizabeth Livingston - ",11/21/2022
TOR,10693,14750,"32154 - Sharon Elementary PS Replacement",01/20/2023,32154,"Elizabeth Livingston - ",11/21/2022
TOR,11014,46249,"32153 - Sharon Elementary PS Replacement",01/20/2023,32153,"Elizabeth Livingston - ",11/21/2022
TOR,12318,20550,"32152 - Oak Park Block 15 - Ballantry Ho",01/20/2023,32152,"Marina Macri - ",11/21/2022
TOR,10781,3199,"29942 - Fenelon Falls - Balsam & Cameron",12/31/2022,29942,"Mattia Di Pietro - ",11/21/2022
