"Item ID","Unit Qty",UOM,Unit_Price,Quote_Number,"Sort ID",Note,approve_date
EV14007,70000.00,SF,4.18,32944,1,"Scheme A - Bath Wall",08/18/2023
EV14007,70000.00,SF,4.18,32944,2,"Scheme A - Bath Wall",08/18/2023
EV14007,70000.00,SF,4.18,32944,3,"Scheme A - Bath Wall",08/18/2023
EV14007,70000.00,SF,4.18,32944,4,"Scheme A - Bath Wall",08/18/2023
EV14007,1.00,SF,4.18,32944,5,"Scheme B - Bath Wall",08/18/2023
EV14007,1.00,SF,4.18,32944,6,"Scheme B - Bath Wall",08/18/2023
EV14007,1.00,SF,4.18,32944,7,"Scheme B - Bath Wall",08/18/2023
EV14007,1.00,SF,4.18,32944,8,"Scheme B - Bath Wall",08/18/2023
EV14007,1.00,SF,4.18,32944,9,"Scheme C - Bath Wall",08/18/2023
EV14007,1.00,SF,4.18,32944,10,"Scheme C - Bath Wall",08/18/2023
EV14007,1.00,SF,4.18,32944,11,"Scheme C - Bath Wall",08/18/2023
EV14007,1.00,SF,4.18,32944,12,"Scheme C - Bath Wall",08/18/2023
SP23960N,900.00,SF,4.18,32944,13,"Scheme A - Kitchen Backsplash",08/18/2023
SP23960N,900.00,SF,4.18,32944,14,"Scheme A - Kitchen Backsplash",08/18/2023
SP23960N,900.00,SF,4.18,32944,15,"Scheme A - Kitchen Backsplash",08/18/2023
SP23960N,900.00,SF,4.18,32944,16,"Scheme A - Kitchen Backsplash",08/18/2023
SP23965,1.00,SF,4.18,32944,17,"Scheme B - Kitchen Backsplash",08/18/2023
SP23965,1.00,SF,4.18,32944,18,"Scheme B - Kitchen Backsplash",08/18/2023
SP23965,1.00,SF,4.18,32944,19,"Scheme B - Kitchen Backsplash",08/18/2023
SP23965,1.00,SF,4.18,32944,20,"Scheme B - Kitchen Backsplash",08/18/2023
SP23964,1.00,SF,4.18,32944,21,"Scheme C - Kitchen Backsplash",08/18/2023
SP23964,1.00,SF,4.18,32944,22,"Scheme C - Kitchen Backsplash",08/18/2023
SP23964,1.00,SF,4.18,32944,23,"Scheme C - Kitchen Backsplash",08/18/2023
SP23964,1.00,SF,4.18,32944,24,"Scheme C - Kitchen Backsplash",08/18/2023
03276N,1.00,SF,4.36,32944,25,"Tile #3",08/18/2023
03276N,1.00,SF,4.36,32944,26,"Tile #3",08/18/2023
03276N,1.00,SF,4.36,32944,27,"Tile #3",08/18/2023
03276N,1.00,SF,4.36,32944,28,"Tile #3",08/18/2023
BI491R,1.00,SF,5.23,32944,29,"Tile #4",08/18/2023
BI491R,1.00,SF,5.23,32944,30,"Tile #4",08/18/2023
BI491R,1.00,SF,5.23,32944,31,"Tile #4",08/18/2023
BI491R,1.00,SF,5.23,32944,32,"Tile #4",08/18/2023
RR0124,1.00,SF,6.05,32944,33,"Tile #11",08/18/2023
RR0124,1.00,SF,6.05,32944,34,"Tile #11",08/18/2023
RR0124,1.00,SF,6.05,32944,35,"Tile #11",08/18/2023
RR0124,1.00,SF,6.05,32944,36,"Tile #11",08/18/2023
A000,1.00,SF,2.25,32942,1,"Gail Quarry Tile - 150x150 Grey Smooth - Full Container Direct (14 Pallets = 8960 SFT) 25% payment of time of order, balance upon delivery - Equipment is needed to Unload - 1hr unloading time-or $140.00/hour",08/18/2023
