Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,10997,12040,"33014 - Fire Station #4 Washroom Renovat",11/11/2023,33014,"Arch Rep. N/A - ",09/12/2023
TOR,12441,47812,"33013 - G.L. Roberts C.V.I. - Office and",11/11/2023,33013,"Arch Rep. N/A - ",09/12/2023
TOR,12400,71540,"33012 - Fire Station #4 Washroom Renovat",11/11/2023,33012,"Arch Rep. N/A - ",09/12/2023
TOR,40919,83771,"33011 - Fire Station No 2 Replacement - ",11/11/2023,33011,"Arch Rep. N/A - ",09/12/2023
TOR,12385,73369,"33010 - Fire Station No 2 Replacement - ",11/11/2023,33010,"Arch Rep. N/A - ",09/12/2023
TOR,27361,63042,"33009 - Fire Station #4 Washroom Renovat",11/11/2023,33009,"Arch Rep. N/A - ",09/12/2023
TOR,39961,81764,"33008 - Fire Station #4 Washroom Renovat",11/11/2023,33008,"Arch Rep. N/A - ",09/12/2023
TOR,10926,2065,"33007 - Fire Station #4 Washroom Renovat",11/11/2023,33007,"Arch Rep. N/A - ",09/12/2023
TOR,12385,73369,"33006 - Fire Station #4 Washroom Renovat",11/11/2023,33006,"Arch Rep. N/A - ",09/12/2023
TOR,10981,84596,"33005 - Trinity College - Lawson Centre ",11/10/2023,33005,"Arch Rep. N/A - ",09/12/2023
