Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,11000,1397,"32628 - Aloette CIBC Square",06/24/2023,32628,"Arch Rep. N/A - ",04/25/2023
TOR,10693,69215,"32627 - Clarington Hospice",06/24/2023,32627,"Arch Rep. N/A - ",04/25/2023
TOR,29423,73206,"32626 - Clarington Hospice",06/24/2023,32626,"Arch Rep. N/A - ",04/25/2023
TOR,12491,75700,"32625 - Clarington Hospice",06/24/2023,32625,"Arch Rep. N/A - ",04/25/2023
TOR,10907,2753,"32624 - Clarington Hospice",06/24/2023,32624,"Arch Rep. N/A - ",04/25/2023
TOR,11030,80869,"32623 - Fitzrovia 3450 Dufferin - Yorkda",06/24/2023,32623,"Robin Ma - ",04/25/2023
TOR,11034,63288,"32622 - Fitzrovia 3450 Dufferin - Yorkda",06/24/2023,32622,"Robin Ma - ",04/25/2023
TOR,11034,63288,"32621 - Fitzrovia 3450 Dufferin - Yorkda",06/24/2023,32621,"Robin Ma - ",04/25/2023
TOR,27361,63042,"32620 - Michael Cranny Elementary School",06/24/2023,32620,"Arch Rep. N/A - ",04/25/2023
TOR,12339,54645,"32619 - Michael Cranny Elementary School",06/24/2023,32619,"Anthony D'Alfonso - ",04/25/2023
