Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,26270,89464,"29768 - OMAC Waterdown",10/03/2022,29768,"Mattia Di Pietro - ",08/04/2022
TOR,11384,68540,"29767 - OMAC Waterdown",10/03/2022,29767,"Mattia Di Pietro - ",08/04/2022
TOR,10994,1393,"29766 - 330 Bay St Toronto - CKTL & Co",10/03/2022,29766,"Arch Rep. N/A - ",08/04/2022
TOR,17956,36319,"29764 - East Gwillimbury Health & Active",10/03/2022,29764,"Elizabeth Livingston - ",08/04/2022
TOR,10966,1377,"29763 - East Gwillimbury Health & Active",10/03/2022,29763,"Elizabeth Livingston - ",08/04/2022
TOR,11001,79191,"29762 - University of Toronto Project at",10/03/2022,29762,"Elizabeth Livingston - ",08/04/2022
TOR,10988,68577,"29761 - University of Toronto Project at",10/03/2022,29761,"Elizabeth Livingston - ",08/04/2022
TOR,10999,3887,"29760 - University of Toronto Project at",10/03/2022,29760,"Elizabeth Livingston - ",08/04/2022
TOR,10981,84572,"29759 - University of Toronto Project at",10/03/2022,29759,"Elizabeth Livingston - ",08/04/2022
TOR,11003,75626,"29757 - 900 King Street",08/31/2022,29757,"Arch Rep. N/A - ",08/04/2022
