Company,Customer,Contact,"Job Name","Quote Expire Date",Quote_Number,Note,approve_date
TOR,12500,1975,"29212 - Jansen Change Room - 19 Green Be",05/08/2022,29212,"Arch Rep. N/A - ",03/09/2022
TOR,10064,70831,"29211 - City OF Guelph South End Communi",05/08/2022,29211,"Arch Rep. N/A - ",03/09/2022
TOR,12441,83935,"29210 - Pine Dental - Thorold Ontario",05/08/2022,29210,"Arch Rep. N/A - ",03/09/2022
TOR,12491,75700,"29209 - Osprey Golf Heartland - Alton",05/08/2022,29209,"Arch Rep. N/A - ",03/09/2022
TOR,10693,69215,"29208 - City OF Guelph South End Communi",05/08/2022,29208,"Arch Rep. N/A - ",03/09/2022
TOR,10067,2947,"29207 - City OF Guelph South End Communi",05/08/2022,29207,"Arch Rep. N/A - ",03/09/2022
TOR,29423,73206,"29206 - Chatters Brampton",05/07/2022,29206,"Arch Rep. N/A - ",03/08/2022
TOR,36502,73794,"29205 - UOVO Condominium - Suite and Com",05/07/2022,29205,"Arch Rep. N/A - ",03/08/2022
TOR,15581,80071,"29204 - Jansen Change Room - 19 Green Be",05/07/2022,29204,"Arch Rep. N/A - ",03/08/2022
TOR,11032,48648,"29203 - Osprey Golf Heartland - Alton",05/07/2022,29203,"Arch Rep. N/A - ",03/08/2022
TOR,10996,6314,"29202 - UOVO Condominium - Suite and Com",05/07/2022,29202,"Arch Rep. N/A - ",03/08/2022
TOR,10067,2947,"29201 - Chatters Brampton",05/07/2022,29201,"Arch Rep. N/A - ",03/08/2022
TOR,25296,74389,"29200 - Chatters Brampton",03/31/2022,29200,"Arch Rep. N/A - ",03/08/2022
TOR,25296,74389,"29199 - Chatters Brampton",05/07/2022,29199,"Arch Rep. N/A - ",03/08/2022
